,MntMeatProducts,MntFishProducts,Income,MntFruits,MntSweetProducts,NumDealsPurchases,Dt_Customer,NumWebPurchases,NumCatalogPurchases,MntGoldProds,NumWebVisitsMonth,Response,Year_Birth,Teenhome,Education_2n_Cycle,Education_Basic,Education_Graduation,Education_Master,Education_PhD,AcceptedCmp5_0,AcceptedCmp5_1,AcceptedCmp1_0,AcceptedCmp1_1
80,-0.43848185150255453,-0.5589023035072593,-0.8983327231034111,-0.5608570816171703,-0.5345834873922916,0.8670642239462404,-1.5608765338946835,-0.3904912847325628,-0.5687196185467573,-0.5180992061513712,1.1060873446575836,-0.41861210749003763,1.3516120274159276,0,0,0,1,0,0,1,0,1,0
81,-0.7176567544299011,-0.6504492534945548,-1.036394856273904,-0.6363011552898765,-0.6557331010948404,-0.6858866249126978,-0.08619399272851629,-1.1104093734576166,-0.9108984919135951,-0.7673524382075414,0.6939037392619777,-0.41861210749003763,0.01620816628327049,0,0,0,1,0,0,1,0,1,0
82,-0.655617887112713,-0.5589023035072593,-1.1460535818390092,-0.5357090570596016,-0.6557331010948404,0.349413940993261,-0.03670800141421537,-0.3904912847325628,-0.9108984919135951,-0.4030592528946772,0.6939037392619777,-0.41861210749003763,0.35005913156643476,0,1,0,0,0,0,1,0,1,0
83,-0.544834195474877,-0.06454877357586361,-0.5443887127184087,-0.23393276236877672,-0.12267480080362557,-0.6858866249126978,-0.2989837553800102,-0.7504503290950897,0.7999958749205932,0.8623802329289563,-0.9548306823204462,-0.41861210749003763,-0.4845682816414759,0,0,0,0,1,0,1,0,1,0
84,1.139077917420229,-0.19271450355807734,1.1630515748510477,-0.08304461502336428,0.9192118770382942,-0.6858866249126978,1.1361099927347162,-0.3904912847325628,2.5108902417547814,0.613127000872786,-1.779197893111658,-0.41861210749003763,1.5185375100575098,0,0,0,1,0,0,1,0,1,0
88,1.7771919812541639,1.326964866231028,1.0924225669096612,0.8474322936066792,2.5668466233929585,-0.6858866249126978,1.5122035267234033,0.3294268039924911,1.142174748287431,1.9360864633247665,-1.3670142877160523,-0.41861210749003763,0.35005913156643476,0,0,0,1,0,0,0,1,1,0
92,0.8510403191618556,1.107252186261519,0.0,0.26902772878259806,0.022704735639433017,-0.6858866249126978,0.6709416743802877,-0.7504503290950897,0.4578170015537556,-0.49892588060858883,-1.779197893111658,-0.41861210749003763,0.35005913156643476,0,0,0,0,1,0,1,0,1,0
93,-0.6955000161023339,-0.6870680334894731,-0.393622945766603,-0.6111531307323078,-0.6315031783543306,-0.6858866249126978,1.2647735701518987,-1.1104093734576166,-0.9108984919135951,-0.7673524382075414,0.6939037392619777,-0.41861210749003763,0.2665963902456437,0,0,0,0,1,0,1,0,1,0
94,-0.6777746254402801,-0.6870680334894731,-1.1433770300674748,-0.6111531307323078,-0.6557331010948404,0.349413940993261,1.5715867163005643,-0.3904912847325628,-0.5687196185467573,-0.8440457403786708,-0.13046347152923427,-0.41861210749003763,0.09967090760406157,0,0,0,0,0,1,1,0,1,0
95,-0.6910686684368205,-0.4673553535199639,-0.8849100157118354,-0.5860051061747391,-0.5345834873922916,-0.6858866249126978,1.5616895180377042,-0.7504503290950897,-0.9108984919135951,-0.6714858104936298,0.2817201338663717,-0.41861210749003763,1.1846865447743455,0,0,0,1,0,0,1,0,1,0
98,1.240998913727038,0.6861362163199596,1.0486389737514261,-0.007600541350658057,-0.6557331010948404,-0.6858866249126978,0.7105304674317284,0.3294268039924911,1.4843536216542685,3.431605855661788,-1.3670142877160523,-0.41861210749003763,-1.4861211774909688,0,1,0,0,0,0,1,0,0,1
99,-0.33212950753023207,0.5030423163453686,-0.08378211681106373,0.49535994980071674,0.8222921860762552,-0.1682363419597184,-0.10103979012280656,0.3294268039924911,-0.22654074517991973,-0.6331391594080651,-0.13046347152923427,-0.41861210749003763,1.1846865447743455,0,0,0,0,0,1,1,0,1,0
103,0.48323846292424033,0.7776831663072551,0.5432500713382586,1.3755408093156227,0.31346380852555017,-0.6858866249126978,-0.2692921605914297,0.689385848355018,0.11563812818691793,0.7089936285866977,-0.5426470769248403,-0.41861210749003763,-1.9868976254157154,0,0,0,0,0,1,1,0,1,0
104,2.317816396446803,0.22840146638348202,1.3961113216440617,1.2498006865277789,-0.02575510984158651,-0.6858866249126978,1.492409130197683,-0.3904912847325628,2.853069115121619,-0.11545936975294234,-1.779197893111658,2.3888463379521307,-0.8184192469246402,0,0,0,1,0,0,1,0,1,0
105,-0.7132254067643876,-0.5039741335148821,-1.1047068492488876,-0.5860051061747391,-0.6557331010948404,-0.6858866249126978,0.7550678596145993,-1.1104093734576166,-0.9108984919135951,-0.6714858104936298,-0.13046347152923427,-0.41861210749003763,0.8508355794911813,0,0,1,0,0,0,1,0,1,0
108,-0.6024417151265518,-0.6138304734996367,-0.5469054703543292,-0.5860051061747391,-0.5588134101328013,-0.1682363419597184,-1.0066334311745133,-0.3904912847325628,-0.5687196185467573,-0.3263659507235479,0.6939037392619777,-0.41861210749003763,0.7673728381703901,0,0,0,1,0,0,1,0,1,0
109,-0.2700906402130439,-0.11947694356824093,1.4705354403062805,4.21726758432089,-0.12267480080362557,-0.6858866249126978,-1.0660166207516744,0.3294268039924911,0.4578170015537556,-0.019592742039030716,-1.3670142877160523,-0.41861210749003763,-0.7349565056038492,0,0,0,0,1,0,1,0,1,0
111,0.6383356312172106,-0.26595206354791373,0.6343327286382366,-0.23393276236877672,0.5799929586711576,-0.6858866249126978,-1.1996287973002868,1.049344892717545,0.4578170015537556,0.8048602563006093,1.5182709500531897,2.3888463379521307,1.852388475340674,0,0,0,0,0,1,1,0,1,0
113,-0.18589503456828863,-0.15609572356315912,1.3498509193838097,0.4450639006855793,-0.1711346462846451,-0.6858866249126978,-0.937353043334492,0.689385848355018,1.4843536216542685,-0.42223257843745954,-0.9548306823204462,2.3888463379521307,1.852388475340674,0,0,0,1,0,0,0,1,1,0
114,-0.2922473785406111,-0.6870680334894731,-0.3305042621990744,-0.6614491798474453,-0.6557331010948404,1.3847145068992197,-1.041273625094524,0.689385848355018,0.4578170015537556,0.5364336987016567,0.6939037392619777,-0.41861210749003763,0.9342983208119723,0,0,0,0,0,1,1,0,1,0
116,2.858440811639442,2.0776498561268513,1.5387275876795536,1.8282052513518599,1.3311205636269603,-1.203536907865677,0.9777548205289534,-0.03053224037003586,1.142174748287431,-0.21132599746685396,-1.779197893111658,-0.41861210749003763,0.09967090760406157,0,0,0,1,0,0,0,1,0,1
117,-0.32326681219920517,1.5649869361979964,-0.627082177898652,1.6018730303337414,1.8399489411776655,1.3847145068992197,-0.6998202850258476,1.7692629814425989,-0.5687196185467573,1.4567533247552085,1.5182709500531897,-0.41861210749003763,0.7673728381703901,0,1,0,0,0,0,1,0,1,0
119,-0.7087940590988742,-0.48566474351742295,-1.2116091259746513,-0.5105610325020329,-0.5345834873922916,-0.1682363419597184,0.626404282197417,-0.7504503290950897,-0.9108984919135951,-0.7865257637503237,0.2817201338663717,-0.41861210749003763,0.01620816628327049,0,0,0,1,0,0,1,0,1,0
121,-0.6113044104575786,-0.6870680334894731,-0.786596673775324,-0.5860051061747391,-0.5588134101328013,0.349413940993261,1.1311613936032863,-0.7504503290950897,-0.5687196185467573,-0.6523124849508475,-0.13046347152923427,2.3888463379521307,-0.15071731635831165,0,0,0,0,1,0,1,0,1,0
122,-0.7087940590988742,-0.6321398634970958,-1.307805195614277,-0.6614491798474453,-0.5588134101328013,-0.1682363419597184,0.2750537438658804,-1.1104093734576166,-0.9108984919135951,-0.7098324615791944,0.6939037392619777,-0.41861210749003763,1.3516120274159276,0,0,0,0,1,0,1,0,1,0
123,-0.6777746254402801,-0.5589023035072593,-0.8491161293343001,-0.6614491798474453,-0.5830433328733111,-0.6858866249126978,-0.39300713887718197,-1.1104093734576166,-0.9108984919135951,-0.8056990892931061,0.6939037392619777,-0.41861210749003763,0.600447355528808,0,0,0,1,0,0,1,0,1,0
124,-0.28781603087509766,0.11854512639872741,1.9863509100682615,0.017547483206910682,1.0888213362218626,-1.203536907865677,-0.5958997032658158,0.689385848355018,1.8265324950211062,2.3770729508087602,-1.3670142877160523,2.3888463379521307,1.1846865447743455,0,0,0,1,0,0,0,1,0,1
125,-0.19032638223380208,0.045307566408891,0.7686396996218008,0.16843563055232313,0.022704735639433017,-0.1682363419597184,-0.7047688841572777,-0.3904912847325628,0.4578170015537556,2.4537662529798894,-1.779197893111658,-0.41861210749003763,-0.3176427989998938,0,1,0,0,0,0,1,0,1,0
126,3.47439813714581,2.4804564360709516,1.0929818463843102,2.683238086309197,-0.6557331010948404,-0.6858866249126978,-0.39795573800861206,-0.3904912847325628,1.142174748287431,3.2973925768623116,-1.779197893111658,2.3888463379521307,1.2681492860951367,0,0,0,1,0,0,1,0,1,0
132,0.09771121602457133,-0.26595206354791373,0.8469388260726591,2.004241423254841,0.33769373126605995,-0.6858866249126978,1.061881005763265,1.049344892717545,-0.22654074517991973,1.6484865801830317,-0.5426470769248403,-0.41861210749003763,0.01620816628327049,0,0,0,1,0,0,1,0,1,0
135,1.8746816298954596,0.008688786413972794,0.4287975217047337,-0.3093768360414829,0.41038349948758923,-0.6858866249126978,-0.5711567076086652,-0.03053224037003586,0.7999958749205932,-0.8440457403786708,-0.9548306823204462,-0.41861210749003763,-0.15071731635831165,0,0,0,0,0,1,1,0,1,0
136,-0.726519449760928,-0.5039741335148821,-1.7057724903609355,-0.6363011552898765,-0.5103535646517818,-0.1682363419597184,-1.6647971156547154,-1.1104093734576166,-0.9108984919135951,-0.6714858104936298,1.1060873446575836,-0.41861210749003763,0.600447355528808,0,0,1,0,0,0,1,0,1,0
140,3.341457707180407,0.2650202463784002,1.6223798176734807,0.8725803181642479,0.8222921860762552,-0.6858866249126978,-1.308497978191749,0.3294268039924911,0.4578170015537556,-0.4605792295230242,-1.3670142877160523,-0.41861210749003763,1.9358512166614652,0,0,0,0,1,0,1,0,1,0
142,2.6102853423706898,-0.02792999358094541,1.3528071108926687,0.042695507764479425,0.31346380852555017,-0.6858866249126978,-0.40785293627147223,0.3294268039924911,1.4843536216542685,1.5717932780119024,-1.3670142877160523,-0.41861210749003763,-0.568031022962267,0,0,0,1,0,0,1,0,1,0
144,-0.5581282384714173,0.6495174363250413,-0.4140366465912911,0.19358365510989187,-0.26805433724668415,0.349413940993261,-0.561259509345805,-0.03053224037003586,-0.22654074517991973,1.3800600225840791,0.6939037392619777,-0.41861210749003763,1.602000251378301,0,0,0,1,0,0,1,0,1,0
146,-0.6600492347782264,-0.32088023354029105,-1.1301540653454165,-0.6363011552898765,-0.38920395094923294,-0.6858866249126978,-1.263960586008878,-0.7504503290950897,-0.9108984919135951,-0.5372725316941535,0.2817201338663717,2.3888463379521307,0.5169846142080169,0,0,0,1,0,0,1,0,1,0
147,-0.6955000161023339,-0.6870680334894731,-0.5473049556933642,-0.6363011552898765,-0.6315031783543306,-0.6858866249126978,0.24041354994586975,-1.1104093734576166,-0.9108984919135951,-0.7673524382075414,1.1060873446575836,-0.41861210749003763,1.0177610621327633,0,0,0,1,0,0,1,0,1,0
149,-0.6113044104575786,-0.4673553535199639,-0.10555406778847076,-0.25908078692634545,-0.1711346462846451,-0.6858866249126978,1.710147491980607,-0.7504503290950897,-0.5687196185467573,-0.690659136036412,-0.9548306823204462,-0.41861210749003763,-0.23418005767910272,0,0,0,0,1,0,1,0,1,0
153,-0.6334611487851458,-0.3391896235377502,-0.7219199973855589,-0.4854130079444641,-0.31651418272770365,0.8670642239462404,1.5122035267234033,-0.3904912847325628,-0.9108984919135951,-0.4605792295230242,0.2817201338663717,-0.41861210749003763,1.602000251378301,0,0,0,1,0,0,1,0,1,0
155,0.4522190292656463,-0.06454877357586361,0.6841086018819966,-0.007600541350658057,-0.34074410546821343,-0.6858866249126978,-0.6998202850258476,2.129222025805126,0.4578170015537556,-0.03876606758181304,-0.5426470769248403,2.3888463379521307,-1.6530466601325509,0,0,0,1,0,0,0,1,1,0
159,0.9751180537962318,2.041031076131933,1.1213453054557947,-0.38482090971418914,1.5491898682915481,-0.6858866249126978,0.20082475689442902,-0.3904912847325628,0.4578170015537556,0.24883381555992184,-1.779197893111658,-0.41861210749003763,-1.1522702122078046,0,0,0,1,0,0,1,0,1,0
161,0.36359207595537757,0.1002357364012683,0.7234179592430398,-0.25908078692634545,-0.26805433724668415,-0.1682363419597184,-1.2243717929574374,2.129222025805126,1.142174748287431,-0.21132599746685396,0.2817201338663717,-0.41861210749003763,-1.9868976254157154,0,0,0,0,0,1,1,0,1,0
162,-0.5226774571473098,-0.5589023035072593,-1.1592765465610675,-0.5860051061747391,-0.5588134101328013,0.8670642239462404,0.8837314370317817,-0.3904912847325628,-0.9108984919135951,-0.7481791126647591,1.1060873446575836,-0.41861210749003763,1.2681492860951367,0,0,0,1,0,0,1,0,1,0
163,0.3237099469657566,-0.39411779353012744,0.875581924881468,-0.35967288515662044,-0.3649740282087232,-0.6858866249126978,-0.34846974669431113,0.3294268039924911,0.4578170015537556,-0.6139658338652828,-1.3670142877160523,-0.41861210749003763,0.5169846142080169,0,0,0,0,0,1,1,0,1,0
166,-0.3055414215371514,1.7663902261700466,0.41161965212622903,-0.25908078692634545,-0.14690472354413533,-0.6858866249126978,0.6461986787231373,0.689385848355018,1.4843536216542685,-0.3263659507235479,-0.9548306823204462,-0.41861210749003763,-1.3191956948493866,0,0,0,1,0,0,1,0,1,0
