,Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
43,-0.6969929641233985,-0.4571914023726529,-0.39647790101721353,-0.24493050612963665,-0.66851798144781,-0.606579883049578,-0.45768299649364935,0.14255095281308014,-0.31717784430961626,1.7021463861890365,2,3,2,2,3,1,0,0
44,-0.6969929641233985,-0.4571914023726529,-0.39647790101721353,-0.24493050612963665,-0.6235475829292975,-0.5783606968733292,-0.45768299649364935,0.14255095281308014,-0.31717784430961626,-0.3088213656157659,2,4,1,1,3,1,0,0
45,-0.6969929641233985,-0.4571914023726529,-0.39647790101721353,-0.24493050612963665,-0.21881399626268455,-0.29917365586109135,-0.3951849396849022,-0.761652832438423,-0.31717784430961626,0.6966625102866353,2,2,5,1,4,1,0,0
46,-0.6969929641233985,-0.4571914023726529,-0.39647790101721353,-0.24493050612963665,-0.39869559033673474,-0.508126277945777,-0.10412256024346929,0.2895397423469139,-0.31717784430961626,-0.3088213656157659,2,1,1,1,2,1,0,0
47,-0.6969929641233985,-0.4571914023726529,-0.39647790101721353,-0.24493050612963665,-0.6460327821885538,-0.5825413170475884,0.9172742739231476,1.8574201914790478,-0.31717784430961626,0.6966625102866353,2,3,2,1,3,1,0,0
48,-0.6969929641233985,-0.4571914023726529,-0.39647790101721353,-0.24493050612963665,-0.46615118811450357,-0.20585002011354012,-0.45768299649364935,-0.8115399290325561,-0.31717784430961626,-0.3088213656157659,2,3,2,1,3,1,0,0
49,-0.6969929641233985,-0.4571914023726529,-0.39647790101721353,-0.24493050612963665,-0.6910031807070663,-0.6243475187901789,3.667188794132383,3.229315594758881,-0.31717784430961626,2.7076302620914374,2,2,2,3,2,1,0,0
50,-0.6969929641233985,-0.4571914023726529,-0.39647790101721353,-0.24493050612963665,-0.6910031807070663,-0.6243475187901789,3.667188794132383,3.229315594758881,-0.31717784430961626,-0.3088213656157659,2,1,1,3,4,1,1,0
51,-0.6969929641233985,-0.4571914023726529,-0.39647790101721353,-0.24493050612963665,-0.44366598885524733,-0.4857773792467979,-0.22852345486157633,-0.34904489985737314,-0.31717784430961626,0.6966625102866353,2,3,2,1,3,1,0,0
52,-0.6969929641233985,-0.4571914023726529,-0.39647790101721353,-0.24493050612963665,-0.66851798144781,-0.6091927706584899,-0.45768299649364935,1.171472500128347,-0.31717784430961626,4.71859801389624,2,2,4,4,2,1,1,0
53,-0.6969929641233985,-0.4571914023726529,-0.39647790101721353,-0.24493050612963665,-0.6235475829292975,-0.5407351153049977,-0.45768299649364935,0.6570117264707135,-0.31717784430961626,-0.3088213656157659,2,4,2,2,3,1,0,0
54,-0.6969929641233985,-0.4571914023726529,-0.39647790101721353,-0.24493050612963665,-0.6235475829292975,-0.5534511683176165,0.5735349511628588,-0.3719098208445533,-0.31717784430961626,1.7021463861890365,2,3,3,1,4,1,0,0
55,-0.6969929641233985,-0.4571914023726529,-0.39647790101721353,-0.24493050612963665,-0.6910031807070663,-0.6243475187901789,3.667188794132383,3.229315594758881,-0.31717784430961626,0.6966625102866353,2,2,4,1,3,1,0,0
56,-0.6969929641233985,-0.4571914023726529,-0.39647790101721353,-0.24493050612963665,-0.6910031807070663,-0.6243475187901789,3.667188794132383,3.229315594758881,-0.31717784430961626,2.7076302620914374,2,3,2,3,3,1,0,0
57,0.5072280472465313,-0.14039904029155473,1.1781951605199883,0.6076838317873476,0.09597879336690328,-0.10242757370528648,-0.45768299649364935,-0.5831172259501795,0.7301837724477731,0.6966625102866353,2,2,2,4,1,1,0,0
58,-0.6969929641233985,-0.4571914023726529,-0.39647790101721353,-0.24493050612963665,-0.6235475829292975,-0.5699994565248112,-0.45768299649364935,0.14255095281308014,-0.31717784430961626,1.7021463861890365,2,2,6,6,3,1,0,0
59,-0.09488245843843363,-0.36667929892091056,-0.39647790101721353,-0.24493050612963665,-0.3537251918182222,-0.42488672939402516,-0.2150434769716052,0.07193868048156352,-0.31717784430961626,2.7076302620914374,2,2,4,2,1,1,0,0
60,-0.6969929641233985,-0.4571914023726529,-0.39647790101721353,-0.24493050612963665,-0.578577184410785,-0.5360319176089563,-0.45768299649364935,-0.5433967385376208,-0.31717784430961626,1.7021463861890365,2,1,1,3,3,1,0,0
61,-0.6969929641233985,-0.4571914023726529,-0.39647790101721353,-0.24493050612963665,-0.5336067858922724,-0.41489844805980003,0.5735349511628588,1.6001898046502314,-0.31717784430961626,-0.3088213656157659,2,1,1,1,3,1,0,0
62,2.9156700699863904,1.1234704877830601,-0.39647790101721353,-0.24493050612963665,0.23088998892244092,0.18752020925137522,-0.2720637659154779,-0.4816614456987049,1.746003189749529,-0.3088213656157659,2,1,1,3,2,1,0,0
63,-0.6969929641233985,-0.4571914023726529,-0.39647790101721353,-0.24493050612963665,-0.39869559033673474,-0.2551464996509256,-0.45768299649364935,-0.739381804968353,-0.31717784430961626,-0.3088213656157659,2,2,2,5,4,1,1,0
64,-0.6969929641233985,-0.4571914023726529,-0.39647790101721353,-0.24493050612963665,-0.6910031807070663,-0.6243475187901789,3.667188794132383,3.229315594758881,-0.31717784430961626,-0.3088213656157659,2,2,2,4,3,1,0,0
65,0.20617279440404881,0.03968233218211762,-0.39647790101721353,-0.24493050612963665,-0.10638799996640319,-0.20715646391799608,-0.45768299649364935,-0.6261835398718668,0.9170114156804031,3.713114137993839,2,2,2,3,1,1,0,1
66,0.5072280472465313,-0.20828311788036147,-0.39647790101721353,-0.24493050612963665,1.3101795533667422,3.0085968964825454,-0.41332952883930274,-0.5774259110386526,-0.31717784430961626,-0.3088213656157659,2,4,1,1,3,1,0,0
67,-0.6969929641233985,-0.4571914023726529,-0.39647790101721353,-0.24493050612963665,-0.6910031807070663,-0.6243475187901789,3.667188794132383,3.229315594758881,-0.31717784430961626,2.7076302620914374,2,2,2,5,1,1,0,0
68,-0.6969929641233985,-0.4571914023726529,-0.39647790101721353,-0.24493050612963665,-0.3087547932997097,-0.15298259414246979,-0.45768299649364935,-0.7339377810615081,-0.31717784430961626,-0.3088213656157659,2,2,7,2,4,1,0,0
69,-0.6969929641233985,-0.4571914023726529,-0.39647790101721353,-0.24493050612963665,-0.6910031807070663,-0.6243475187901789,3.667188794132383,3.229315594758881,-0.31717784430961626,0.6966625102866353,2,3,2,3,3,1,0,0
70,-0.6969929641233985,-0.4571914023726529,-0.39647790101721353,-0.24493050612963665,-0.6910031807070663,-0.6243475187901789,3.667188794132383,3.229315594758881,-0.31717784430961626,-0.3088213656157659,2,2,6,1,2,1,0,0
71,-0.6969929641233985,-0.4571914023726529,-0.39647790101721353,-0.24493050612963665,-0.26378439478119714,-0.5212023288125411,0.057925977334604695,0.19399703017884337,-0.31717784430961626,-0.3088213656157659,2,2,6,6,1,1,0,0
72,-0.6969929641233985,-0.4571914023726529,-0.39647790101721353,-0.24493050612963665,-0.66851798144781,-0.6018766853535366,-0.45768299649364935,1.171472500128347,-0.31717784430961626,1.7021463861890365,2,2,2,3,3,1,0,0
73,-0.6969929641233985,-0.4571914023726529,-0.39647790101721353,-0.24493050612963665,-0.5336067858922724,-0.4013811094789431,-0.45768299649364935,-0.6291402076733701,-0.31717784430961626,-0.3088213656157659,2,2,4,3,2,1,0,0
74,-0.6969929641233985,-0.4571914023726529,-0.39647790101721353,-0.24493050612963665,-0.6460327821885538,-0.5537995533495573,-0.45768299649364935,0.485524808777646,-0.31717784430961626,-0.3088213656157659,2,2,4,3,3,1,0,0
75,-0.6969929641233985,-0.4571914023726529,-0.39647790101721353,-0.24493050612963665,-0.3537251918182222,-0.31689774349229644,-0.45768299649364935,-0.3719098208445533,-0.31717784430961626,-0.3088213656157659,2,2,4,1,1,1,0,0
76,2.3135595643014257,5.231871435219404,-0.39647790101721353,-0.24493050612963665,0.09597879336690328,0.4789921771865657,-0.36801187240389727,-0.5881324570913964,0.29891472746498116,-0.3088213656157659,2,2,6,1,2,1,0,1
77,-0.6969929641233985,-0.4571914023726529,-0.39647790101721353,-0.24493050612963665,-0.66851798144781,-0.5846316271347178,-0.45768299649364935,0.14255095281308014,-0.31717784430961626,2.7076302620914374,2,3,2,3,3,1,0,0
78,-0.6969929641233985,-0.4571914023726529,-0.39647790101721353,-0.24493050612963665,-0.6910031807070663,-0.6243475187901789,3.667188794132383,3.229315594758881,-0.31717784430961626,4.71859801389624,2,1,1,1,3,1,1,0
79,-0.6969929641233985,-0.4571914023726529,-0.39647790101721353,-0.24493050612963665,-0.6910031807070663,-0.6243475187901789,3.667188794132383,3.229315594758881,-0.31717784430961626,1.7021463861890365,2,1,1,1,3,1,0,0
80,-0.6969929641233985,-0.4571914023726529,-0.39647790101721353,-0.24493050612963665,-0.5560919851515287,-0.5156513942594434,-0.45768299649364935,-0.29841541578842107,-0.31717784430961626,-0.3088213656157659,2,4,1,1,5,1,1,0
81,-0.6969929641233985,-0.4571914023726529,-0.39647790101721353,-0.24493050612963665,-0.6235475829292975,-0.48325158790893563,-0.45768299649364935,-0.5433967385376208,-0.31717784430961626,3.713114137993839,2,1,1,1,3,1,0,0
82,-0.6969929641233985,-0.4571914023726529,-0.39647790101721353,-0.24493050612963665,-0.578577184410785,-0.6037057066797749,-0.45768299649364935,-0.47480197557608006,-0.31717784430961626,-0.3088213656157659,2,2,2,1,3,1,0,0
83,-0.6969929641233985,-0.4571914023726529,-0.39647790101721353,-0.24493050612963665,-0.44366598885524733,-0.42838094812178545,-0.11394367373336037,0.31403787050614757,-0.31717784430961626,-0.3088213656157659,2,3,2,4,1,1,0,0
84,-0.6969929641233985,-0.4571914023726529,-0.39647790101721353,-0.24493050612963665,-0.6910031807070663,-0.6243475187901789,3.667188794132383,3.229315594758881,-0.31717784430961626,3.713114137993839,2,2,2,2,1,1,1,0
85,-0.6969929641233985,-0.4571914023726529,-0.39647790101721353,-0.24493050612963665,-0.6910031807070663,-0.6243475187901789,3.667188794132383,3.229315594758881,-0.31717784430961626,-0.3088213656157659,2,1,1,1,3,1,0,0
86,-0.6969929641233985,-0.4571914023726529,-0.39647790101721353,-0.24493050612963665,-0.5560919851515287,-0.5459608905228216,0.7208517978817373,0.8774949210606795,-0.31717784430961626,-0.3088213656157659,2,2,2,2,1,1,0,0
87,-0.6969929641233985,-0.4571914023726529,-0.39647790101721353,-0.24493050612963665,-0.6460327821885538,-0.5522318207842102,-0.45768299649364935,0.485524808777646,-0.31717784430961626,-0.3088213656157659,2,1,1,1,3,1,0,0
88,-0.6969929641233985,-0.4571914023726529,-0.39647790101721353,-0.24493050612963665,-0.5560919851515287,-0.4479776051886248,0.13158441100622334,-0.3964079490037872,-0.31717784430961626,1.7021463861890365,2,4,1,3,3,1,0,0
89,-0.6969929641233985,-0.4571914023726529,-0.39647790101721353,-0.24493050612963665,-0.2862695940404534,-0.30033203605179487,-0.45768299649364935,-0.7239092943084451,-0.31717784430961626,-0.3088213656157659,2,1,1,4,2,1,0,0
90,-0.09488245843843363,-0.25353916960623263,-0.39647790101721353,-0.24493050612963665,-0.3762103910774785,-0.536112314174888,-0.45768299649364935,-0.6442714044776028,-0.31717784430961626,1.7021463861890365,2,1,1,1,3,1,0,0
91,-0.6969929641233985,-0.4571914023726529,-0.39647790101721353,-0.24493050612963665,-0.6910031807070663,-0.6243475187901789,3.667188794132383,3.229315594758881,-0.31717784430961626,-0.3088213656157659,2,1,1,1,2,1,1,0
92,-0.6969929641233985,-0.4571914023726529,-0.39647790101721353,-0.24493050612963665,-0.66851798144781,-0.5971734876574951,-0.45768299649364935,1.171472500128347,-0.31717784430961626,-0.3088213656157659,2,1,1,1,3,1,0,0
93,-0.6969929641233985,-0.4571914023726529,-0.39647790101721353,-0.24493050612963665,-0.42118078959599103,-0.28506406277296703,-0.45768299649364935,-0.5697793570891935,-0.31717784430961626,-0.3088213656157659,2,2,2,1,5,0,0,0
94,-0.6969929641233985,-0.4571914023726529,-0.39647790101721353,-0.24493050612963665,-0.10638799996640319,-0.14078911865163354,-0.3812964757415053,-0.35285571659216464,-0.31717784430961626,2.7076302620914374,2,4,1,3,3,1,0,0
95,-0.6969929641233985,-0.4571914023726529,-0.39647790101721353,-0.24493050612963665,-0.66851798144781,-0.6071024605713603,-0.45768299649364935,1.171472500128347,-0.31717784430961626,0.6966625102866353,2,1,1,1,3,1,0,0
96,-0.6969929641233985,-0.4571914023726529,-0.39647790101721353,-0.24493050612963665,-0.578577184410785,0.1942701690819235,0.5735349511628588,0.485524808777646,-0.31717784430961626,0.6966625102866353,2,1,1,1,3,1,0,0
97,-0.6969929641233985,-0.4571914023726529,-0.39647790101721353,-0.24493050612963665,-0.6235475829292975,-0.5694768790030288,-0.45768299649364935,-0.3719098208445533,-0.31717784430961626,2.7076302620914374,2,1,1,1,4,1,0,0
98,-0.6969929641233985,-0.4571914023726529,0.3908586297513874,-0.24493050612963665,-0.5560919851515287,-0.5982186427010598,0.3280068664232749,0.7795023878453132,-0.31717784430961626,2.7076302620914374,2,2,4,1,7,1,0,0
99,-0.6969929641233985,-0.4571914023726529,-0.39647790101721353,-0.24493050612963665,-0.3537251918182222,-0.287703079257968,-0.3717481606474874,-0.23472027434304074,-0.31717784430961626,-0.3088213656157659,2,3,2,3,4,1,0,0
100,0.20617279440404881,-0.35347961718638815,-0.39647790101721353,-0.24493050612963665,0.14094919188541583,0.752737153893067,-0.45768299649364935,-0.7022477999630046,-0.31717784430961626,1.7021463861890365,2,2,4,1,2,1,0,0
101,0.5072280472465313,-0.11211400796288525,-0.39647790101721353,-0.24493050612963665,-0.2862695940404534,-0.30714296306827266,-0.45768299649364935,-0.3310796003863533,0.6272565447078556,4.71859801389624,2,1,1,7,4,1,1,1
102,-0.6969929641233985,-0.4571914023726529,-0.39647790101721353,-0.24493050612963665,-0.578577184410785,-0.40747784725049013,-0.45768299649364935,-0.20042290315148586,-0.31717784430961626,1.7021463861890365,2,1,1,3,2,1,0,0
103,-0.09488245843843363,-0.2818242019349021,0.3908586297513874,-0.13124859440737208,0.09597879336690328,0.4644589226628696,-0.45768299649364935,-0.608350847809865,-0.31717784430961626,3.713114137993839,2,2,2,4,3,1,0,0
104,0.20617279440404881,-0.12625652412722,-0.39647790101721353,-0.24493050612963665,-0.3312399925589659,-0.4771548501373886,-0.3120992765306793,-0.5232218094653107,-0.31717784430961626,-0.3088213656157659,2,1,1,3,4,1,0,0
105,-0.6969929641233985,-0.4571914023726529,-0.39647790101721353,-0.24493050612963665,-0.66851798144781,-0.6102379257020546,2.635970846475875,2.2003940474436137,-0.31717784430961626,-0.3088213656157659,2,1,1,7,2,1,0,0
106,-0.6969929641233985,-0.4571914023726529,0.3908586297513874,-0.24493050612963665,-0.5111215866330161,-0.5119933516069667,0.45895517003464287,0.6379576222183249,-0.31717784430961626,3.713114137993839,2,4,1,1,3,1,0,0
107,-0.6969929641233985,-0.4571914023726529,-0.39647790101721353,-0.24493050612963665,-0.44366598885524733,-0.539689960261433,0.5735349511628588,0.485524808777646,-0.31717784430961626,-0.3088213656157659,2,1,1,1,3,1,0,0
108,-0.6969929641233985,-0.4571914023726529,-0.39647790101721353,-0.24493050612963665,-0.66851798144781,-0.5647736813069874,0.5735349511628588,0.485524808777646,-0.31717784430961626,3.713114137993839,2,3,3,1,3,1,0,0
109,1.109338552931496,1.3884069570730306,2.7528682220571903,0.42295072523866767,2.1646171252184807,2.0210515989852555,-0.44005533627205007,-0.517636596943743,-0.31717784430961626,-0.3088213656157659,2,2,5,1,3,1,0,0
110,-0.6969929641233985,-0.4571914023726529,-0.39647790101721353,-0.24493050612963665,-0.6235475829292975,-0.49213540577923615,-0.45768299649364935,-0.5433967385376208,-0.31717784430961626,2.7076302620914374,2,2,2,3,3,1,0,0
111,-0.6969929641233985,-0.4571914023726529,-0.39647790101721353,-0.24493050612963665,-0.6235475829292975,-0.6243475187901789,3.667188794132383,3.229315594758881,-0.31717784430961626,1.7021463861890365,2,2,2,1,3,1,0,0
112,-0.6969929641233985,-0.4571914023726529,-0.39647790101721353,-0.24493050612963665,-0.6910031807070663,-0.6243475187901789,3.667188794132383,3.229315594758881,-0.31717784430961626,3.713114137993839,2,1,1,2,3,1,0,0
113,-0.09488245843843363,-0.3327372601265072,-0.39647790101721353,-0.24493050612963665,-0.15135839848491575,-0.39624243053216895,-0.29268812486860807,-0.39248825179085867,-0.31717784430961626,0.6966625102866353,2,2,4,1,1,1,0,0
114,-0.6969929641233985,-0.4571914023726529,0.3908586297513874,0.41584560575602614,-0.03893240218863437,-0.07781852743362958,-0.19156223181628748,-0.1561682054210803,-0.31717784430961626,0.6966625102866353,2,1,1,1,3,1,0,0
115,-0.6969929641233985,-0.4571914023726529,-0.39647790101721353,-0.24493050612963665,-0.44366598885524733,-0.45825496313443087,-0.45768299649364935,-0.7720459689878546,-0.31717784430961626,-0.3088213656157659,2,1,1,1,4,1,1,0
116,-0.6969929641233985,-0.4571914023726529,-0.39647790101721353,-0.24493050612963665,-0.24129919552194085,-0.025299486494500114,-0.45768299649364935,-0.6196131555471757,-0.31717784430961626,3.713114137993839,2,3,2,1,3,1,0,0
117,-0.6969929641233985,-0.4571914023726529,-0.39647790101721353,-0.24493050612963665,-0.46615118811450357,-0.3228202887217442,-0.08269465564116626,-0.3251406652152496,-0.31717784430961626,0.6966625102866353,2,2,2,3,1,1,0,0
118,-0.6969929641233985,-0.4571914023726529,-0.39647790101721353,-0.24493050612963665,-0.5336067858922724,-0.5747026542208526,-0.45768299649364935,0.6570117264707135,-0.31717784430961626,-0.3088213656157659,2,4,1,3,3,1,0,0
