,Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Revenue,OperatingSystems_1,OperatingSystems_2,OperatingSystems_3,OperatingSystems_4,OperatingSystems_5,OperatingSystems_6,OperatingSystems_7,OperatingSystems_8,Browser_1,Browser_2,Browser_3,Browser_4,Browser_5,Browser_6,Browser_7,Browser_8,Browser_9,Browser_10,Browser_11,Browser_12,Browser_13,Region_1,Region_2,Region_3,Region_4,Region_5,Region_6,Region_7,Region_8,Region_9,TrafficType_1,TrafficType_2,TrafficType_3,TrafficType_4,TrafficType_5,TrafficType_6,TrafficType_7,TrafficType_8,TrafficType_9,TrafficType_10,TrafficType_11,TrafficType_12,TrafficType_13,TrafficType_14,TrafficType_15,TrafficType_16,TrafficType_17,TrafficType_18,TrafficType_19,TrafficType_20,VisitorType_New_Visitor,VisitorType_Other,VisitorType_Returning_Visitor,Weekend_False,Weekend_True,Month_Aug,Month_Dec,Month_Feb,Month_Jul,Month_June,Month_Mar,Month_May,Month_Nov,Month_Oct,Month_Sep
Revenue,0.1389170941506559,0.09358671905703449,0.09520034257205724,0.07034450234597472,0.15853798428086024,0.15237261055699797,-0.15067291192604748,-0.20707108205525215,0.4925692952510324,-0.08230459817951825,1.0,-0.011577059338299545,0.060039551465039205,-0.07047245254804674,0.012815850659117353,0.0007273649934128195,-0.005374897501463349,-0.0007833852622125449,0.013421127867596154,-0.00896487645409678,-0.004182589423372914,-0.027451200708137845,0.015247028424515549,0.016134272539411933,-0.013166868433588323,-0.005640559204214282,0.0002359452628644507,-0.0038534499667977266,0.013305382540841624,0.0007273649934128195,0.011442620967451623,0.020968692592477602,0.014416136315961265,0.009467601998927272,-0.012936579876827297,-0.006023645468009453,0.003948884684976689,-0.011410180896094732,0.0011549820555183453,-0.013579479424058778,0.007792048543289663,-0.06590067169703125,0.11634677192645965,-0.08280775754870709,-0.0003362236793627366,0.02460884506245672,-0.018904724163150713,0.022913156450590468,0.05716688666710578,-0.009619362680024585,0.024353843780888,0.014049572992872792,-0.0038534499667977453,-0.06731004609754519,-8.070001689250977e-05,-0.023789985278154693,0.007703436808790956,-0.0038534499667970245,-0.012190128869846498,-0.009854953018165453,0.0345396564184518,0.1041357462673175,0.0077153128182988725,-0.1038428150310667,-0.029295367971999182,0.029295367971999182,0.01095889587437887,-0.03311151849027226,-0.04711430382660296,-0.0010362198667122498,-0.02311221875412131,-0.06394050803780349,-0.07831961806240041,0.1547740881269636,0.03266607899312839,0.019983251779395677
OperatingSystems_1,-0.013718299019956137,0.014409894802454463,-0.0041922900208323476,-0.013471613566479388,-0.0931917344205947,-0.08822305123043991,0.051866031748994276,0.041993104687745496,-0.01926020822356066,-0.0312418954296573,-0.011577059338299545,1.0,-0.55284680903326,-0.2633154979971602,-0.10343260884693689,-0.0113642069090332,-0.020233428862096593,-0.012275244402108575,-0.0413587236446654,0.8158102279197752,-0.5786018476089341,-0.04773199293004222,-0.12724326333258953,-0.0969695216305387,-0.054862907861298625,-0.0325327313089784,0.2042850710272215,-0.004638477194581309,-0.05437973446217297,-0.0113642069090332,-0.014673509517188855,-0.03063674144536155,0.026117458485753295,-0.011824266774001078,0.020727065956588138,0.009604722404638088,-0.03352193003198768,-0.002233508010425891,-0.04764378629899699,0.02379815590763323,-0.037118206040865125,-0.0663273112101571,0.041365767455700427,0.07959559707580445,0.006289479914921965,0.01177453311163515,-0.05249074391316169,-0.011863951080633877,0.03766647386269612,0.04854016379827703,0.026197900118275268,0.005995438997819565,-0.00463847719458132,-0.12659395587116837,-0.016732412301013775,0.06482057277000597,-0.008034729890753677,0.017486251551714356,-0.014673509517193635,-0.0030287926203374066,-0.02141553541649529,0.0329027629618287,-0.02605521178009479,-0.026100689068635028,-0.0649469055602448,0.06494690556024783,0.0013215904308993235,0.01373932474535602,0.0401361879893176,0.0015502385403720535,-0.007096484304137088,-0.009810945380135848,-0.038588540611200095,0.023903151371146816,0.020190229299159788,-0.014825683624021237
OperatingSystems_2,0.01652678214180663,-0.025389396155043122,0.0006330020706943148,0.02290094680540415,0.12370143659149904,0.12158195786297411,-0.12452875512141592,-0.09306228535900993,0.05213721534905836,0.011705029669463697,0.060039551465039205,-0.55284680903326,1.0,-0.5487853692432747,-0.21556764744039714,-0.02368455534203546,-0.04216922214455226,-0.0255832815880772,-0.0861972143660602,-0.529652126431173,0.2709554074035442,-0.09771027552204739,0.23197811383045802,0.15332145032384015,0.08526462484941882,0.03299920549218541,-0.11293834965050871,-0.00966721837232148,0.10355800694974761,-0.02368455534203546,-0.007732264564204642,-0.06409949530001936,-0.01636252166607009,0.021270290264021153,-0.028109141569222278,-0.024190893801771522,0.04078419176901245,-0.0032686326091377546,0.08216326033927188,-0.05060359719189899,0.019932037067967444,0.07571944887957172,0.04895813941883411,-0.06311400037251313,-0.0019074893819321737,0.0009124347098181413,0.03691877823875245,0.018832406271412534,-0.03226394554760984,-0.05717324913629224,-0.03374367948446091,-0.0432139846147021,0.008390167255719111,-0.03502686859148891,0.005212627253831276,-0.05968235859810864,0.014533374814626507,-0.009667218372320254,-0.002019932504490144,-0.004825620225180768,-0.03622435630895193,0.0137450189678661,-0.05798765260614612,0.00018838144879319363,0.11524217094224311,-0.11524217094224311,0.001933515476152371,-0.026505212503855395,-0.020797179098667826,-0.009972215085603777,0.00626184051233318,0.022066545845084787,0.03469963010940526,-0.02540201806971992,-0.007027036558166306,0.006220792362807886
OperatingSystems_3,0.0008885673764155328,0.029231147416961117,0.018178001614226877,-0.00406698938862879,-0.06055084708352592,-0.05999717571507009,0.11541863252042169,0.08499459404067014,-0.06762591859332874,0.02620887362014388,-0.07047245254804674,-0.2633154979971602,-0.5487853692432747,1.0,-0.10267275040824632,-0.011280720776225366,-0.020084785781004096,-0.01218506541359089,-0.04105488546901914,-0.2548674745086254,0.32059277613826037,0.17909534968699561,-0.12881289128634416,-0.09514809574683739,-0.04250600971017318,-0.003669302646268177,-0.05379142521092997,0.017615663452615744,-0.059175115922970735,-0.011280720776225366,0.027609292631224743,-0.03319741132652856,-0.012116735305777511,-0.0037360109339173385,0.01619256559086564,0.021795940386939217,-0.004917422563129934,0.02202368905732215,-0.03716282790389532,0.04676400525019259,-0.05108906243326837,-0.022007148153628975,-0.08505503888923018,-0.017842556716530004,-0.001789289539840651,-0.010970199597555309,0.013956632705895602,-0.015091474495492857,-0.008609628236345436,0.028494205486503752,0.018942520571354676,0.05115215687078495,-0.0046044010354427,0.18648227750660779,0.008053464470061803,0.01128378495808715,-0.00797570346399886,-0.004604401035442766,0.020580125211393605,0.007966525303281638,-0.011189641313538912,-0.04593482114490358,-0.023248980390399913,0.05047887725008406,-0.07468875134018353,0.07468875134018353,0.0013854723760484632,-0.006264831302832438,-0.01671527418708355,0.02011284560643405,-0.0035490260173768238,-0.006178712511113973,0.004455636458214006,0.006418335991149492,-0.018202415857279552,0.010871431206065655
OperatingSystems_4,-0.007291750159339718,-0.02232160253804402,-0.023057875436606742,-0.016602776516416305,0.02030466330240603,0.00918815115622204,-0.040953608215851235,-0.03566562167908925,0.024453854504033794,-0.015973108371650356,0.012815850659117353,-0.10343260884693689,-0.21556764744039714,-0.10267275040824632,1.0,-0.004431164851418406,-0.007889477859305568,-0.004786399259766169,-0.016126714691204164,0.19291282212529334,-0.1182516646447564,-0.018611798522573164,-0.048825456223676365,0.006373109767595991,-0.013341141713250767,-0.012685257902371743,-0.021129737844828255,-0.001808648616948602,-0.02324449819811624,-0.004431164851418406,-0.005721537819576249,-0.014160495853741956,0.035089851609828464,-0.014584346018963761,0.005135968016595652,-0.0011742967798887523,-0.019423003669249424,-0.02586403366533469,-0.02531843964277759,-0.01328013171182379,0.017263680176738547,0.002086032650291343,-0.023194682018930067,0.03998730086730879,0.008298143780465414,-0.0060809011281983145,-0.007244487253842316,0.010708011913169129,0.02223370933535405,-0.011740921132218586,-0.0009975808359575095,-0.004724303069387063,-0.0018086486169486095,-0.024105217390098174,-0.0065243512249651,-0.011166026376696222,-0.0031329254181610457,-0.0018086486169483433,-0.005721537819579272,0.00386052649352403,-0.008943889076853968,-0.0032605759871427594,-0.01673201306523909,0.007134573344089519,-0.010755280598256412,0.010755280598256409,-0.0017944467148179545,0.0012698795733743669,0.009934122857601915,-0.013132557000265872,0.010667858656032378,-0.005727309177525923,-0.0022760355168615558,-0.0011989232895789463,0.019792415453453817,-0.005316184598986194
OperatingSystems_5,-0.010950522307705672,-0.007022791347433805,-0.005852798846967991,-0.005064665204800475,-0.009706707937109415,-0.004293297870389356,-0.004139400855390984,0.0003825654798831393,-0.0018116347099731997,-0.006814078296338164,0.0007273649934128195,-0.0113642069090332,-0.02368455534203546,-0.011280720776225366,-0.004431164851418406,1.0,-0.0008668219800013348,-0.0005258847489547601,-0.00177185246081289,-0.011021208900361009,-0.02978465472611481,-0.0020448902112942674,-0.005559324689442102,-0.004377850789975514,-0.0026398488357326356,-0.0013937374016186259,-0.0023215378155799445,-0.00019871738069699753,-0.00255388788859562,1.0,-0.0006286290208122978,-0.0015558227391765215,-0.0024608614270827593,-0.007029044532083173,-0.010855945511469426,0.017797689856546218,-0.0035900928316943337,-0.005831459362552045,-0.0056590586925873146,0.035696853801533104,-0.0045879625486130145,0.016653807156965853,-0.015044440489191863,-0.009859029177895743,-0.0067982973111038085,-0.0032384173628226282,-0.004264551883134185,-0.0012587915954066179,0.018629501246916445,-0.0012899825165055344,-0.00429435375087768,0.023092042181359473,-0.00019871738069699745,-0.005567353208610022,0.11259818012347146,-0.0012268184619062563,-0.00034421652010356297,-0.00019871738069700303,-0.0006286290208124328,-0.0008198649141543184,-0.002818812408977467,-0.008805769618933375,-0.0018383569804314296,0.009060265887222863,0.0034435728939071035,-0.0034435728939071052,-0.004209446534238546,0.0016912705032864851,-0.002715764165339228,0.01579572064755676,-0.0034122961238304606,-0.009437973595950597,-0.013515384536925515,0.004638754496128984,-0.004763156757915236,0.03502146741949792
OperatingSystems_6,-0.0031050101783390125,-0.002126631438200875,0.0007035898728245607,0.0008259866976464073,-0.009154072327155741,-0.0037996231308723874,0.011962315243118358,0.006872047546283854,0.005868385490928589,0.023210626788097117,-0.005374897501463349,-0.020233428862096593,-0.04216922214455226,-0.020084785781004096,-0.007889477859305568,-0.0008668219800013348,1.0,-0.0009363127354873789,-0.003154698872254798,-0.019622737252569224,0.011811786848856838,-0.0036408295758973866,-0.009898112690621555,0.024699593697639466,-0.00470012505510143,0.030382841066394033,-0.0041333874522181,-0.0003538068268366373,-0.004547075685026875,-0.0008668219800013348,-0.0011192440154487592,-0.0027700682473621183,-0.022771131237903437,0.008932738292854212,0.011990295596386221,0.022323729014706237,-0.006391989207860808,-0.010382635508037419,-0.010075684330591016,-0.007503683746964434,0.02295281747219131,-0.004025024783216765,0.013194619273386395,-0.006450882356404851,-0.004756160621212566,0.02301670414912866,-0.007592831408896348,-0.0022412184503277565,0.005927540693211926,-0.0022967523990032527,-0.0076458922142671765,-0.005616829276641802,-0.0003538068268366392,-0.009912407086415635,-0.0012762899230075336,0.03511808771131615,-0.0006128611110681043,-0.00035380682683657037,-0.0011192440154489244,-0.0014597304105652652,-0.005018761169098666,-0.003666020427094961,-0.0032731070002905574,0.004362500173611338,0.0020528348160553703,-0.002052834816055373,-0.007494718961132677,-0.003939430352218392,-0.004835288681863199,-0.007485744948892335,-0.0060754306420663495,-0.016803862239091374,0.026999338257370074,0.0018325716240237798,-0.008480573628386712,0.0034215955853355382
OperatingSystems_7,0.009013995470074023,0.009994605629101243,0.0012734013485421558,-0.00349826587418895,-0.006286948391481406,-0.003542070420796543,0.008719462608527918,0.011979184915834181,-0.0075595098783228145,0.013180538990173957,-0.0007833852622125449,-0.012275244402108575,-0.0255832815880772,-0.01218506541359089,-0.004786399259766169,-0.0005258847489547601,-0.0009363127354873789,1.0,-0.0019138970431519953,0.04771570466625021,-0.032172409313052056,-0.002208823485885138,-0.00600500059703651,-0.0047288111553325535,-0.002851478321598505,-0.001505469530270637,-0.0025076491745622165,-0.00021464801147414543,-0.0027586261196268667,-0.0005258847489547601,-0.0006790244959899056,-0.001680548807552519,0.0020006910853494985,0.0041801002362063236,-0.003130760995051258,-0.0077607028319613405,-0.0038779007886837317,0.02126664658862791,-0.0061127300033740565,-0.004552345158004297,-0.004955767000969405,0.013723125002191784,-0.008935378971541594,0.016774807829935855,-0.007343298276774222,-0.0034980324560181936,-0.004606429383940696,-0.0013597054865885404,-0.004031647962303963,-0.001393396898817069,-0.004638620386191855,-0.003407625697335409,-0.00021464801147414594,-0.006013672740703005,-0.0007743013228079576,-0.0013251691541233583,-0.00037181142030759943,-0.00021464801147412618,-0.0006790244959898007,-0.0008855912496593025,-0.003044788916716575,0.0003786072159931339,-0.001985733048840198,9.666362588468882e-05,-0.011054981920258498,0.011054981920258498,-0.004546906389422827,-0.009618837411233346,-0.0029334795762609163,-0.00454146202335928,-0.0036858506033619143,0.008638175887091277,0.000689398258778245,-0.005571945042254579,0.02786978688397952,-0.004627911323554079
OperatingSystems_8,-0.01832990403687225,-0.009291719264408877,-0.018232712981132757,-0.011555969206757555,-0.030279112726856166,-0.02324475942504277,0.019241676790734942,0.014952720970259521,0.056596028559543876,-0.02173287824398883,0.013421127867596154,-0.0413587236446654,-0.0861972143660602,-0.04105488546901914,-0.016126714691204164,-0.00177185246081289,-0.003154698872254798,-0.0019138970431519953,1.0,-0.024853869041419875,-0.07227032941178115,-0.00744214266860987,-0.020232522631993495,-0.005282967690860956,-0.0009896781177861059,-0.005072346929988543,-0.008448969797346498,-0.0007232090455086502,-0.009294581157260066,-0.00177185246081289,-0.002287823000312451,0.7621766965387746,-0.04303222234050819,-0.022066750039870485,-0.026678338078837432,-0.019242609971528105,-0.006653005973823372,-0.01710815746616943,-0.01214750059886076,-0.015338121112488523,0.2739977977005019,-0.034904351210033956,-0.028545865738216436,-0.016777044097567476,-0.02474162095031584,-0.004710896172008167,-0.0100645965684099,-0.004581227193186241,-0.007402708471364373,-0.004694742962153393,-0.010208182427884408,-0.01148124182980399,-0.0007232090455086532,-0.015976686570190548,-0.0026088372156740096,-0.004464864652175726,-0.001252736424358676,-0.0007232090455085369,-0.002287823000312948,-0.0029838040333040085,0.418330073224325,-0.008426063262276323,0.6566991181053228,-0.14638416848717212,0.0177453324505002,-0.0177453324505002,-0.01531979638352685,0.12868045849179444,-0.009883711243336712,-0.015301452795066409,-0.0056886104916132295,-0.034348419106164076,-0.046905578051532774,0.006614288521971791,-0.017334961040726193,-0.015592724610023695
Browser_1,-0.019785694576461274,0.00020310009214904984,-0.006355198112989854,-0.018090327785508745,-0.08228097331120379,-0.07693688322327179,0.04101765044117896,0.03779078548961405,-0.010301200843484855,-0.023902224804364044,-0.00896487645409678,0.8158102279197752,-0.529652126431173,-0.2548674745086254,0.19291282212529334,-0.011021208900361009,-0.019622737252569224,0.04771570466625021,-0.024853869041419875,1.0,-0.6742520002185693,-0.04629133115259287,-0.12584956334691888,-0.09910387341876584,-0.059759744544114285,-0.03155081834795451,-0.052553958745915424,-0.004498477240888019,-0.05781379818076428,-0.011021208900361009,-0.014230629113399684,-0.03522003540149308,0.03770585723020564,-0.017419073812257258,0.018530276125956077,0.0172166940077387,-0.035193786821043314,-0.00881949632586936,-0.052230892009838506,0.011384476369003629,-0.037697012339448915,-0.06222644880555255,0.03341897272146181,0.1221586825671483,0.008325084673757378,0.011415872918692827,-0.06278260760703784,-0.007089270578881635,0.02900536395946679,0.04392170201839185,0.023959900708438526,-0.06127917995365142,-0.004498477240888019,-0.12346553563609751,-0.016227389456448575,0.06373210143424657,-0.007792223187486619,0.01803045223927465,-0.014230629113401524,-0.013092126758815801,-0.03314489151640368,0.025193598391950737,-0.026904086120014267,-0.018347815007981074,-0.06306505061298667,0.06306505061298667,0.0005956809544291569,0.01120070398629234,0.052307459077465715,-0.0013900993824728484,-0.0033669653750272874,-0.006610399222103028,-0.029474038635298204,0.008216101626095663,0.03086412041741282,-0.021093294805715403
Browser_2,0.04665511097235232,0.017828140369211994,0.04246555802230464,0.035988520777394874,0.09291619109251618,0.08281224654400936,-0.023001124406791345,-0.031814962691920544,-0.012537332192861763,0.015664982949136673,-0.004182589423372914,-0.5786018476089341,0.2709554074035442,0.32059277613826037,-0.1182516646447564,-0.02978465472611481,0.011811786848856838,-0.032172409313052056,-0.07227032941178115,-0.6742520002185693,1.0,-0.12510164063285872,-0.3401065913556127,-0.26782675825164953,-0.16149982945236047,-0.08526562188558771,-0.1420262994639287,-0.012157068487179455,-0.15624093806651373,-0.02978465472611481,-0.0384580655815451,-0.09518162693029804,-0.010878856711412062,0.005000465614472284,-0.0194866252270567,-0.00528215849432347,0.03067914273689206,0.02144476158657683,0.0265299177589332,0.012682088229955344,-0.02886733440193141,0.015501489514066684,0.007114176144631875,-0.11376408308990482,-0.00555067595828165,-0.029353247052647607,0.03852045997246766,0.006481179096345126,-0.02315948655436933,-0.026534519420280327,-0.001399229841618508,0.011523077847520062,-0.012157068487179493,0.17691307077901056,0.018842514113881933,-0.04140446731617983,0.0115568410400895,-0.012157068487178178,0.02110580184975196,0.009247866076423257,-0.048346836408198895,-0.027459020125296545,-0.06943172650433363,0.043252500036993206,0.02679141593097737,-0.026791415930977405,-0.006053001844824897,-0.013219035562972815,-0.0626551004318162,6.86576589775105e-05,0.006791596286748025,-0.0024738919178248805,0.006850894479361617,0.02739495841055844,-0.019292340142080047,0.012454139108527247
Browser_3,-0.027128187810614726,-0.008754826564396597,-0.01728618267909487,-0.009419688009966232,-0.031908824011325464,-0.02331177173024251,0.029458183778791395,0.029521315862762153,-0.01650655135329252,0.014865742627447437,-0.027451200708137845,-0.04773199293004222,-0.09771027552204739,0.17909534968699561,-0.018611798522573164,-0.0020448902112942674,-0.0036408295758973866,-0.002208823485885138,-0.00744214266860987,-0.04629133115259287,-0.12510164063285872,1.0,-0.023350300544199402,-0.018387868562115314,-0.011087904943324718,-0.00585398209773405,-0.009750933565988568,-0.0008346536354389113,-0.010726851386848877,-0.0020448902112942674,-0.0026403704382740333,-0.006534773660955104,0.002344911083913598,0.004046847664872466,0.00788009242001839,-0.00019695123895252663,0.023898989053337687,-0.017347444079548444,-0.016433635708676578,0.006246282447280002,-0.010413655663590976,-0.004140784672866344,-0.025263433079305873,0.013094120119135721,0.024768884780756516,-0.0013153597078552127,-0.017911989984434617,-0.00528718211603612,0.02189290620158129,0.024879445544433,0.005497040433754418,0.03714576706138248,-0.0008346536354389097,-0.023384021966484453,-0.003010852090216136,0.01077069909722783,-0.0014457797746471853,-0.0008346536354389841,-0.0026403704382751705,-0.0034436002969045715,-0.004817841227295576,0.016855500338670587,-0.007721475250781957,-0.014695763937033294,-0.017917616926382197,0.017917616926382194,-0.0032957779549496165,0.0007456390916397312,0.024992150941057212,0.0015416906793727229,-0.008488499884877031,0.014061137126005012,0.014570326052789847,-0.01960886982883838,-0.01572699144976936,-0.008561645028635058
Browser_4,-0.025142791535371682,-0.016951965717219106,-0.02766076004799542,-0.017115569999458798,-0.00726137452131764,-0.004647655321670726,-0.02617076929241474,-0.017276748623479974,0.011323368314473035,-0.005181304672570833,0.015247028424515549,-0.12724326333258953,0.23197811383045802,-0.12881289128634416,-0.048825456223676365,-0.005559324689442102,-0.009898112690621555,-0.00600500059703651,-0.020232522631993495,-0.12584956334691888,-0.3401065913556127,-0.023350300544199402,1.0,-0.04999003424191976,-0.030144045565458723,-0.015914882387193484,-0.0265092988460102,-0.0022691245412620993,-0.029162470153911678,-0.005559324689442102,-0.007178222324941809,-0.01776571101597896,-0.0051479830336528575,-0.015162515563879573,0.01604032859012534,-0.008785693128297883,3.888447122525368e-05,-0.01808685466545507,0.01646534309244126,-0.01654462063837942,0.03348769980808632,0.022041156044309652,0.005461678446958372,0.01333840926473437,0.0038801354624430884,0.017822816857184023,0.008262382899939476,0.0036862557189483104,0.013584165232419109,-0.014730120615168983,-0.0015723690414116613,-0.031136745630627117,0.03574487762414392,-0.06357278739889313,-0.008185429354073405,-0.014008859566369387,-0.003930557812981777,-0.0022691245412619476,-0.007178222324939834,-0.009361916862527677,-0.01584730616105013,0.02673156975232447,-0.008579980785239149,-0.024169588679643535,0.04310288377918328,-0.04310288377918329,0.009583908220403652,-0.024746212892881418,0.03675218026207379,0.004120380237549874,-0.0026999862555175634,0.020987313648221095,0.020133889169482302,-0.031087025499184552,-0.00957781654055241,0.0041310561015764176
Browser_5,-0.0032210081895629856,-0.010181745669776086,-0.017450040270969688,-0.011341098485395433,-0.001772999320247607,-0.0020851689866994054,-0.01042669382089838,-0.0028813053691804412,0.022347184346077072,0.004514095532232011,0.016134272539411933,-0.0969695216305387,0.15332145032384015,-0.09514809574683739,0.006373109767595991,-0.004377850789975514,0.024699593697639466,-0.0047288111553325535,-0.005282967690860956,-0.09910387341876584,-0.26782675825164953,-0.018387868562115314,-0.04999003424191976,1.0,-0.02373779929464123,-0.01253263378616541,-0.020875513012420067,-0.001786887656403154,-0.02296482938717343,-0.004377850789975514,-0.00565269848971825,-0.013990122245150243,-0.005269524569674795,0.013182750902702696,0.007493042982249106,-0.015539967829395944,-0.00011869043334272382,0.007757429347813502,0.00914006556963019,-0.017147711742886766,-0.0028865688806176725,0.03743936342816558,-0.018443293530529602,0.010585857077184053,-0.003757204058119045,0.024107738135515127,0.009539664990466351,-0.0038477963887113367,0.0026063182775438905,-0.011599658910734894,-0.011427477480428853,0.0019553755641085217,-0.001786887656403149,-0.04289815465301584,-0.0064458527547570765,-0.011031681066545878,-0.003095231271397238,-0.0017868876564033408,-0.00565269848971874,0.00407756911600789,-0.008447374805236513,-0.002666244924762097,-0.006261218638176346,0.0040866201775771474,0.01470773111675194,-0.014707731116751947,0.0036930627619684697,-0.012744126392784518,-0.006899722937009398,-0.0008365456105175274,0.0058846066023643595,0.01265724902753065,0.01677646257667115,-0.02035197642676315,0.008664792627752814,-0.00673897945610319
Browser_6,-0.014249851781216906,0.0010708523042239496,-0.008456626852413853,0.0037116582875823707,-0.004998036956933902,-0.00017578682989165723,-0.009150084748878936,0.0008423725603161317,-0.003764661002183866,0.021818087973022073,-0.013166868433588323,-0.054862907861298625,0.08526462484941882,-0.04250600971017318,-0.013341141713250767,-0.0026398488357326356,-0.00470012505510143,-0.002851478321598505,-0.0009896781177861059,-0.059759744544114285,-0.16149982945236047,-0.011087904943324718,-0.030144045565458723,-0.02373779929464123,1.0,-0.007557191941035225,-0.012587957279715957,-0.00107749521983412,-0.013847817348948048,-0.0026398488357326356,-0.0034085833991879502,-0.008436059082961876,0.010647940777712514,0.021323002738425054,-0.022411213495221537,-0.0015888439099322723,0.0022227387968290335,0.007347889486902743,0.000745256600806951,-0.01912077763045997,-0.004178355242071183,0.02655308027783618,-0.016574883805653164,0.016692860012947106,-0.02220094841116611,-0.0032021647297096737,0.021162387692788758,0.017357907089108518,-0.016057060526541343,0.004806638846001422,-0.01961833006759768,-0.002383284878346673,-0.0010774952198341218,-0.009897497253826276,-0.0038868562923442622,-0.006652115802206699,-0.0018664278569810841,-0.0010774952198340582,-0.0034085833991880114,-0.004445512127886046,0.017536223626893638,-0.025776580800188378,-0.00996803023376606,0.0276016333677513,0.013789511890848281,-0.013789511890848285,-0.007883299450135361,-0.022529018674765557,0.024972172075222274,-0.011578821212253999,-0.009397371360126165,0.015381292927127243,0.019338818901408924,-0.010109975853690095,-0.0024916970958473177,0.0024908559706062687
Browser_7,0.009142154976889506,-0.00984762719493804,-0.0016999005196951268,0.00632031341008508,-0.008575146774469836,-0.008227668929318123,-0.0011840010562643012,0.0014269049636781196,-0.008299017710576928,-0.00654526403500165,-0.005640559204214282,-0.0325327313089784,0.03299920549218541,-0.003669302646268177,-0.012685257902371743,-0.0013937374016186259,0.030382841066394033,-0.001505469530270637,-0.005072346929988543,-0.03155081834795451,-0.08526562188558771,-0.00585398209773405,-0.015914882387193484,-0.01253263378616541,-0.007557191941035225,1.0,-0.006645951326163347,-0.0005688755233335341,-0.007311108389527843,-0.0013937374016186259,-0.0017995993201124656,-0.004453910734219101,-0.021155852810233824,0.01999288770336401,0.011228643917186127,-0.0030533410517920084,-0.002144936351217207,-0.0166939322822683,0.021297421283559787,0.0019255357655777756,-0.0001988032536583385,0.000838576369464702,-0.004294091031545534,-0.0005355752260583365,0.008024932847475545,0.00867403241284185,0.001629567514177751,-0.0036035888008004832,-0.00284622924032688,-0.0036928801929336664,-0.00541922124685444,0.018570422206634976,-0.0005688755233335376,-0.015937865923039096,-0.002052108785936433,0.019744481533604127,-0.0009854012383163175,-0.0005688755233334152,-0.0017995993201121534,-0.0023470573156000236,0.0021858062289153253,0.0047479849601029965,-0.005262731853889497,-0.0034125251555786706,-0.014042829050156259,0.014042829050156257,0.001955507284265389,-0.0032061852141713133,0.0028576698216639836,-0.012036107707186479,-0.0012335229631550435,0.00506781748466923,0.0047212411012878515,-0.0087571604299604,-0.0011359251119473263,0.015291298790405961
Browser_8,-0.028988262944802386,-0.011476503489921795,-0.030056397744786318,-0.022934510821953268,-0.03243293740015287,-0.031380483229987065,0.019383921081410776,0.020570604548065502,-0.00372185181197283,-0.001930503236296873,0.0002359452628644507,0.2042850710272215,-0.11293834965050871,-0.05379142521092997,-0.021129737844828255,-0.0023215378155799445,-0.0041333874522181,-0.0025076491745622165,-0.008448969797346498,-0.052553958745915424,-0.1420262994639287,-0.009750933565988568,-0.0265092988460102,-0.020875513012420067,-0.012587957279715957,-0.006645951326163347,1.0,-0.000947571643153414,-0.012178057774997936,-0.0023215378155799445,-0.0029975789339373483,-0.007418845318134068,-0.018132962127107344,0.006904146884761921,0.007259721934466733,0.01339092998079384,-0.007285502960806892,-0.0025676816832572716,0.005401702832196311,0.0010495866481830898,0.001584079193299561,0.023755375108450175,-0.05666845854687253,-0.028179813106663065,-0.010259907317539445,-0.01001762879997464,0.03822783507884064,-0.006002470525036105,-0.01779786012466745,-0.00615120251945664,-0.016321216334999673,0.2297065722137621,-0.0009475716431534172,-0.0265475823473071,-0.0034181820353689327,-0.005850008598749161,-0.0016413753664170042,-0.0009475716431533007,-0.002997578933937745,0.038098222647772025,0.03616035672953803,0.007816277978889933,-0.008766092520636884,-0.005593684780223563,-0.02508514018737041,0.02508514018737041,0.009564949848553814,0.00020489633320122124,-0.012949954873290844,0.001144741931670928,-0.000790967177840743,-0.025605543862816525,-0.006705276102309747,0.013035721137369474,0.018851503435305002,0.012890412001712719
