,PageValues,ExitRates,ProductRelated,Administrative,VisitorType,Informational,SpecialDay,Month,Revenue
102,0.0,0.033333333,6,0,Returning_Visitor,0,0.4,Feb,False
103,0.0,0.01351025,36,2,Returning_Visitor,1,0.8,Feb,False
104,0.0,0.017647059,17,3,Returning_Visitor,0,0.0,Feb,False
105,0.0,0.15,2,0,Returning_Visitor,0,0.0,Feb,False
106,0.0,0.074074074,9,0,Returning_Visitor,1,0.8,Feb,False
107,0.0,0.066666667,12,0,Returning_Visitor,0,0.0,Feb,False
108,0.0,0.066666667,2,0,Returning_Visitor,0,0.8,Feb,False
109,0.0,0.01791847,128,6,Returning_Visitor,4,0.0,Feb,False
110,0.0,0.016666667,4,0,Returning_Visitor,0,0.6,Feb,False
111,0.0,0.2,4,0,Returning_Visitor,0,0.4,Feb,False
112,0.0,0.2,1,0,Returning_Visitor,0,0.8,Feb,False
113,0.0,0.024,25,2,Returning_Visitor,0,0.2,Feb,False
114,0.0,0.035483871,30,0,Returning_Visitor,1,0.2,Feb,False
115,0.0,0.005555556,12,0,Returning_Visitor,0,0.0,Feb,False
116,0.0,0.012962963000000001,21,0,Returning_Visitor,0,0.8,Feb,False
117,0.0,0.027272727000000004,11,0,Returning_Visitor,0,0.2,Feb,False
118,0.0,0.075,8,0,Returning_Visitor,0,0.0,Feb,False
119,0.0,0.111111111,6,0,Returning_Visitor,0,0.0,Feb,False
120,0.0,0.033333333,6,0,Returning_Visitor,0,0.0,Feb,False
121,0.0,0.05,4,0,Returning_Visitor,0,0.6,Feb,False
122,0.0,0.034375,14,0,Returning_Visitor,2,0.8,Feb,False
123,0.0,0.066666667,3,0,Returning_Visitor,0,0.0,Feb,False
124,0.0,0.11952381,11,0,Returning_Visitor,0,0.0,Feb,False
125,0.0,0.2,1,0,Returning_Visitor,0,0.0,Feb,False
126,0.0,0.040740741000000004,9,0,Returning_Visitor,0,0.4,Feb,False
127,0.0,0.05,10,0,Returning_Visitor,0,0.4,Feb,False
128,0.0,0.00754717,51,4,Returning_Visitor,0,0.6,Feb,False
129,0.0,0.166666667,3,0,Returning_Visitor,0,0.0,Feb,False
130,0.0,0.1,2,0,Returning_Visitor,0,0.0,Feb,False
131,0.0,0.022222222000000003,16,2,Returning_Visitor,0,0.0,Feb,False
132,0.0,0.2,1,0,Returning_Visitor,0,0.0,Feb,False
133,0.0,0.011111111000000002,6,0,Returning_Visitor,0,0.8,Feb,False
134,0.0,0.018518519,26,6,Returning_Visitor,0,0.6,Feb,False
135,0.0,0.033333333,6,0,Returning_Visitor,0,0.0,Feb,False
136,0.0,0.046296295999999994,9,0,Returning_Visitor,0,0.0,Feb,False
137,0.0,0.066666667,3,0,Returning_Visitor,0,0.0,Feb,False
138,0.0,0.15,2,0,Returning_Visitor,0,0.4,Feb,False
139,0.0,0.018039216,14,4,Returning_Visitor,0,0.2,Feb,False
140,0.0,0.2,1,0,Returning_Visitor,0,0.0,Feb,False
141,0.0,0.011851852,9,0,Returning_Visitor,0,0.2,Feb,False
142,0.0,0.0074074069999999995,8,3,Returning_Visitor,0,0.0,Feb,False
143,0.0,0.2,1,0,Returning_Visitor,0,0.0,Feb,False
144,0.0,0.009090909,10,0,Returning_Visitor,1,0.0,Feb,False
145,0.0,0.066666667,3,0,Returning_Visitor,0,0.4,Feb,False
146,0.0,0.033333333,3,0,Returning_Visitor,0,0.0,Feb,False
147,0.0,0.05,4,0,Returning_Visitor,0,0.0,Feb,False
148,0.0,0.030357143,28,0,Returning_Visitor,0,0.0,Feb,False
149,0.0,0.027272727000000004,11,0,Returning_Visitor,0,0.8,Feb,False
150,0.0,0.028166667000000003,20,0,Returning_Visitor,0,0.0,Feb,False
151,0.0,0.2,1,0,Returning_Visitor,0,0.4,Feb,False
152,0.0,0.15,4,0,Returning_Visitor,0,0.0,Feb,False
153,0.0,0.026315789,19,0,Returning_Visitor,0,0.2,Feb,False
154,0.0,0.026666667,9,0,Returning_Visitor,0,0.0,Feb,False
155,0.0,0.04993081,21,0,Returning_Visitor,0,0.0,Feb,False
156,0.0,0.2,1,0,Returning_Visitor,0,0.0,Feb,False
157,0.0,0.033333333,6,0,Returning_Visitor,0,0.8,Feb,False
158,0.0,0.2,1,0,Returning_Visitor,0,0.0,Feb,False
159,0.0,0.2,1,0,Returning_Visitor,0,0.0,Feb,False
160,0.0,0.01884058,23,0,Returning_Visitor,0,0.6,Feb,False
161,0.0,0.040606061,31,2,Returning_Visitor,2,0.0,Feb,False
162,0.0,0.012463768,23,1,Returning_Visitor,0,0.0,Feb,False
163,0.0,0.016666667,6,0,Returning_Visitor,0,0.4,Feb,False
164,0.0,0.011594203,23,0,Returning_Visitor,0,0.6,Feb,False
165,0.0,0.033333333,12,0,Returning_Visitor,0,0.0,Feb,False
166,0.0,0.04,5,0,Returning_Visitor,0,0.0,Feb,False
167,0.0,0.166666667,5,0,Returning_Visitor,0,0.0,Feb,False
168,0.0,0.063636364,11,0,Returning_Visitor,0,0.0,Feb,False
169,0.0,0.0145,20,0,Returning_Visitor,0,0.8,Feb,False
170,0.0,0.019166667,15,1,Returning_Visitor,0,0.8,Feb,False
171,0.0,0.033333333,17,0,Returning_Visitor,0,0.0,Feb,False
172,0.0,0.1,3,0,Returning_Visitor,0,0.6,Feb,False
173,0.0,0.2,1,0,Returning_Visitor,0,0.8,Feb,False
174,0.0,0.008602151,24,5,Returning_Visitor,0,1.0,Feb,False
175,0.0,0.015384615,10,3,Returning_Visitor,0,0.0,Feb,False
176,0.0,0.014285714,7,0,Returning_Visitor,0,0.0,Feb,False
177,0.0,0.047002635,21,1,Returning_Visitor,0,0.0,Feb,False
178,0.0,0.2,1,0,Returning_Visitor,0,0.0,Feb,False
179,0.0,0.033333333,6,0,Returning_Visitor,0,0.6,Feb,False
180,0.0,0.011764706000000002,17,0,Returning_Visitor,0,0.0,Feb,False
181,0.0,0.2,1,0,Returning_Visitor,0,0.6,Feb,False
182,0.0,0.2,1,0,Returning_Visitor,0,0.0,Feb,False
183,0.0,0.025,8,0,Returning_Visitor,0,0.8,Feb,False
184,0.0,0.012764201999999999,5,0,Returning_Visitor,16,0.0,Mar,False
185,8.000740741,0.027248677000000002,20,0,Returning_Visitor,0,0.0,Mar,False
186,0.0,0.006339869000000001,50,2,Returning_Visitor,0,0.0,Mar,False
187,0.0,0.013509413999999999,96,10,Returning_Visitor,2,0.0,Mar,False
188,1.706014966,0.020708874,49,9,Returning_Visitor,1,0.0,Mar,True
189,46.53017511,0.016727891,68,3,Returning_Visitor,1,0.0,Mar,False
190,0.0,0.2,2,0,Returning_Visitor,0,0.0,Mar,False
191,0.0,0.096,24,3,Returning_Visitor,5,0.0,Mar,False
192,0.0,0.02,9,3,Returning_Visitor,0,0.0,Mar,False
193,0.0,0.066666667,3,0,Returning_Visitor,0,0.0,Mar,False
194,0.0,0.057662338,22,0,Returning_Visitor,0,0.0,Mar,False
195,0.0,0.010173465,98,0,Returning_Visitor,0,0.0,Mar,False
196,19.34265017,0.005797101,67,2,New_Visitor,1,0.0,Mar,True
197,0.0,0.06140625,13,3,Returning_Visitor,0,0.0,Mar,False
198,109.176,0.0016666670000000001,17,0,New_Visitor,0,0.0,Mar,True
199,96.25511582,0.0017241379999999998,55,3,New_Visitor,2,0.0,Mar,True
200,153.44324780000002,0.004,50,1,Returning_Visitor,0,0.0,Mar,True
201,0.0,0.04,5,0,Returning_Visitor,0,0.0,Mar,False
202,0.0,0.004166667,13,5,New_Visitor,0,0.0,Mar,False
203,0.0,0.088888889,3,0,Returning_Visitor,0,0.0,Mar,False
204,0.0,0.008333333,12,1,Returning_Visitor,0,0.0,Mar,False
205,0.0,0.005263158,16,3,New_Visitor,0,0.0,Mar,False
206,33.79956701,0.0125,16,1,New_Visitor,0,0.0,Mar,True
207,0.0,0.028571429,5,2,New_Visitor,0,0.0,Mar,False
208,0.0,0.016666667,4,3,New_Visitor,0,0.0,Mar,False
209,0.0,0.04375,8,0,Returning_Visitor,0,0.0,Mar,False
210,0.0,0.0375,4,2,Returning_Visitor,1,0.0,Mar,False
211,0.0,0.04952381,14,0,Returning_Visitor,0,0.0,Mar,False
212,0.0,0.05,2,0,Returning_Visitor,0,0.0,Mar,False
213,0.0,0.033333333,7,4,Returning_Visitor,0,0.0,Mar,False
214,0.0,0.042857143,10,2,Returning_Visitor,3,0.0,Mar,False
215,0.0,0.02,18,2,Returning_Visitor,2,0.0,Mar,False
216,0.0,0.066666667,4,2,Returning_Visitor,0,0.0,Mar,False
217,0.0,0.028571429,35,0,Returning_Visitor,0,0.0,Mar,False
218,0.0,0.075,12,0,Returning_Visitor,0,0.0,Mar,False
219,0.0,0.066666667,3,0,Returning_Visitor,0,0.0,Mar,False
220,35.0928,0.013333333000000001,14,2,Returning_Visitor,0,0.0,Mar,True
221,0.0,0.12,5,0,Returning_Visitor,0,0.0,Mar,False
222,0.0,0.15,4,0,Returning_Visitor,0,0.0,Mar,False
223,0.0,0.02,6,1,New_Visitor,0,0.0,Mar,False
224,0.0,0.009150327,28,1,Returning_Visitor,0,0.0,Mar,False
225,0.0,0.1,2,0,Returning_Visitor,0,0.0,Mar,False
226,0.0,0.006578947,37,5,Returning_Visitor,2,0.0,Mar,False
227,0.0,0.022222222000000003,9,0,Returning_Visitor,0,0.0,Mar,False
228,17.76266667,0.013333333000000001,16,0,Returning_Visitor,0,0.0,Mar,True
229,0.0,0.021052632,19,0,Returning_Visitor,0,0.0,Mar,False
230,7.146260888,0.020666667,50,2,Returning_Visitor,0,0.0,Mar,False
231,0.0,0.014666667,22,6,Returning_Visitor,0,0.0,Mar,False
232,0.0,0.033333333,9,0,Returning_Visitor,0,0.0,Mar,False
233,22.03276923,0.019230768999999998,50,1,Returning_Visitor,1,0.0,Mar,False
234,0.0,0.04421052599999999,18,2,Returning_Visitor,0,0.0,Mar,False
235,0.0,0.014081633,7,3,Returning_Visitor,5,0.0,Mar,False
236,0.0,0.010600255,29,3,Returning_Visitor,0,0.0,Mar,False
237,0.0,0.032225685,34,6,Returning_Visitor,0,0.0,Mar,False
238,0.0,0.011111111000000002,9,0,Returning_Visitor,0,0.0,Mar,False
239,0.0,0.04,16,0,Returning_Visitor,0,0.0,Mar,False
240,0.0,0.036550087,51,8,Returning_Visitor,1,0.0,Mar,False
241,0.0,0.031818182,22,2,Returning_Visitor,0,0.0,Mar,False
242,0.0,0.046470588,18,1,Returning_Visitor,0,0.0,Mar,False
243,0.0,0.030833332999999997,28,0,Returning_Visitor,1,0.0,Mar,False
244,0.0,0.00952381,7,0,Returning_Visitor,0,0.0,Mar,False
245,0.0,0.019354839,31,0,Returning_Visitor,0,0.0,Mar,False
246,0.0,0.041025641,14,0,Returning_Visitor,0,0.0,Mar,False
247,0.0,0.048148147999999995,9,1,Returning_Visitor,0,0.0,Mar,False
248,4.368515556,0.01805276,32,16,Returning_Visitor,0,0.0,Mar,True
249,0.0,0.015201207,71,1,Returning_Visitor,1,0.0,Mar,False
250,0.0,0.022253906,46,2,Returning_Visitor,1,0.0,Mar,False
251,0.0,0.05,18,0,Returning_Visitor,0,0.0,Mar,False
252,0.0,0.2,2,0,Returning_Visitor,0,0.0,Mar,False
253,0.0,0.12,5,0,Returning_Visitor,0,0.0,Mar,False
254,0.0,0.1,2,0,Returning_Visitor,0,0.0,Mar,False
255,0.0,0.025666667,19,4,Returning_Visitor,0,0.0,Mar,False
256,0.0,0.05,2,1,Returning_Visitor,0,0.0,Mar,False
257,0.0,0.02,4,5,Returning_Visitor,0,0.0,Mar,False
258,0.0,0.01037037,45,0,Returning_Visitor,0,0.0,Mar,False
259,0.0,0.033333333,7,0,New_Visitor,1,0.0,Mar,False
260,0.0,0.033862434,14,3,Returning_Visitor,0,0.0,Mar,False
261,0.0,0.2,1,0,Returning_Visitor,0,0.0,Mar,False
262,8.772473117999999,0.018709677,29,1,Returning_Visitor,1,0.0,Mar,True
263,0.0,0.066666667,9,0,Returning_Visitor,0,0.0,Mar,False
264,0.0,0.02,30,0,Returning_Visitor,0,0.0,Mar,False
265,51.46331148,0.003329865,63,0,Returning_Visitor,0,0.0,Mar,True
266,0.0,0.011666667,20,0,Returning_Visitor,0,0.0,Mar,False
267,0.0,0.04,5,0,Returning_Visitor,0,0.0,Mar,False
268,0.0,0.033846153999999996,15,0,Returning_Visitor,0,0.0,Mar,False
269,0.0,0.016666667,6,0,Returning_Visitor,0,0.0,Mar,False
270,0.0,0.053571429000000004,14,1,Returning_Visitor,0,0.0,Mar,False
271,0.0,0.2,1,0,Returning_Visitor,0,0.0,Mar,False
272,0.0,0.014285714,13,1,New_Visitor,1,0.0,Mar,False
273,0.0,0.004545455,42,4,Returning_Visitor,0,0.0,Mar,False
274,0.0,0.013333333000000001,5,0,Returning_Visitor,0,0.0,Mar,False
275,0.0,0.05,2,0,Returning_Visitor,0,0.0,Mar,False
276,38.99,0.016666667,10,4,Returning_Visitor,0,0.0,Mar,True
277,0.0,0.05,18,0,Returning_Visitor,0,0.0,Mar,False
278,0.0,0.025,5,0,Returning_Visitor,0,0.0,Mar,False
279,0.0,0.039583333,32,0,Returning_Visitor,0,0.0,Mar,False
280,0.0,0.033333333,3,0,Returning_Visitor,0,0.0,Mar,False
281,53.9892,0.02,11,0,Returning_Visitor,0,0.0,Mar,True
282,6.8317923920000005,0.026186255,36,13,Returning_Visitor,4,0.0,Mar,False
283,0.0,0.04444444400000001,6,0,Returning_Visitor,0,0.0,Mar,False
284,0.0,0.05,10,2,Returning_Visitor,0,0.0,Mar,False
285,0.0,0.038095238,8,0,Returning_Visitor,0,0.0,Mar,False
286,0.0,0.2,1,0,Returning_Visitor,0,0.0,Mar,False
287,0.0,0.024761905,35,0,Returning_Visitor,0,0.0,Mar,False
288,0.0,0.007722385,87,11,Returning_Visitor,1,0.0,Mar,False
289,0.0,0.05,4,0,Returning_Visitor,0,0.0,Mar,False
290,0.0,0.022643039,51,1,Returning_Visitor,0,0.0,Mar,False
291,0.0,0.011111111000000002,7,2,Returning_Visitor,0,0.0,Mar,False
292,0.0,0.03747619,40,0,Returning_Visitor,0,0.0,Mar,False
293,0.0,0.2,1,0,Returning_Visitor,0,0.0,Mar,False
294,44.67925,0.0125,14,2,Returning_Visitor,1,0.0,Mar,True
295,59.79014286,0.014285714,13,0,Returning_Visitor,0,0.0,Mar,True
296,0.0,0.022424242,33,0,Returning_Visitor,0,0.0,Mar,False
297,0.0,0.031907307999999995,22,4,Returning_Visitor,0,0.0,Mar,False
298,0.0,0.2,1,0,Returning_Visitor,0,0.0,Mar,False
299,0.0,0.022222222000000003,3,0,Returning_Visitor,0,0.0,Mar,False
300,0.0,0.002272727,17,5,Returning_Visitor,0,0.0,Mar,False
301,0.0,0.026666667,15,0,Returning_Visitor,0,0.0,Mar,False
302,0.0,0.2,2,0,Returning_Visitor,0,0.0,Mar,False
303,0.0,0.044761905,35,0,Returning_Visitor,0,0.0,Mar,False
304,0.0,0.05,4,0,Returning_Visitor,0,0.0,Mar,False
305,0.0,0.1,1,0,Returning_Visitor,1,0.0,Mar,False
306,0.0,0.1,2,0,Returning_Visitor,0,0.0,Mar,False
307,0.0,0.1,2,0,Returning_Visitor,0,0.0,Mar,False
308,0.0,0.025555556,12,0,Returning_Visitor,0,0.0,Mar,False
309,0.0,0.016,23,5,Returning_Visitor,0,0.0,Mar,False
310,0.0,0.028965517000000003,29,0,Returning_Visitor,0,0.0,Mar,False
311,0.0,0.066666667,3,0,Returning_Visitor,0,0.0,Mar,False
312,0.0,0.11,10,2,Returning_Visitor,0,0.0,Mar,False
313,0.0,0.014814815,27,0,Returning_Visitor,1,0.0,Mar,False
314,0.0,0.008681765,35,7,Returning_Visitor,2,0.0,Mar,False
315,0.0,0.00969697,54,3,Returning_Visitor,2,0.0,Mar,False
316,0.0,0.1,2,0,Returning_Visitor,0,0.0,Mar,False
317,0.0,0.025,3,2,Returning_Visitor,0,0.0,Mar,False
318,0.0,0.04,5,2,Returning_Visitor,0,0.0,Mar,False
319,0.0,0.01037037,46,1,Returning_Visitor,0,0.0,Mar,False
320,7.1030208329999995,0.038373016,23,1,Returning_Visitor,0,0.0,Mar,True
321,0.0,0.04,5,0,Returning_Visitor,0,0.0,Mar,False
322,0.0,0.02,10,0,Returning_Visitor,0,0.0,Mar,False
323,0.0,0.016410256,37,2,New_Visitor,0,0.0,Mar,False
324,0.0,0.00017559299999999998,68,6,Returning_Visitor,0,0.0,Mar,False
325,0.0,0.028571429,4,4,Returning_Visitor,0,0.0,Mar,False
326,0.0,0.05,2,2,New_Visitor,0,0.0,Mar,False
327,0.0,0.026666667,15,0,Returning_Visitor,0,0.0,Mar,False
328,0.0,0.003571429,11,3,Returning_Visitor,0,0.0,Mar,False
329,0.0,0.011111111000000002,7,2,New_Visitor,0,0.0,Mar,False
330,0.0,0.2,1,0,Returning_Visitor,0,0.0,Mar,False
331,0.0,0.0022222220000000003,55,3,New_Visitor,0,0.0,Mar,False
332,0.0,0.023611111,21,1,Returning_Visitor,3,0.0,Mar,False
333,0.0,0.009213675,64,4,Returning_Visitor,0,0.0,Mar,False
334,0.0,0.017324561000000002,75,0,Returning_Visitor,1,0.0,Mar,False
335,0.0,0.019047619,14,1,Returning_Visitor,0,0.0,Mar,False
336,0.0,0.028571429,8,1,Returning_Visitor,0,0.0,Mar,False
337,0.0,0.011904762,49,0,Returning_Visitor,0,0.0,Mar,False
338,0.0,0.025,4,0,Returning_Visitor,0,0.0,Mar,False
339,0.0,0.005057471,29,1,Returning_Visitor,0,0.0,Mar,False
340,0.0,0.014285714,7,0,Returning_Visitor,0,0.0,Mar,False
341,0.0,0.2,1,0,Returning_Visitor,0,0.0,Mar,False
342,0.0,0.125,8,0,Returning_Visitor,0,0.0,Mar,False
343,0.0,0.037333332999999996,25,0,Returning_Visitor,0,0.0,Mar,False
344,0.0,0.2,1,0,Returning_Visitor,0,0.0,Mar,False
345,0.0,0.008,3,4,New_Visitor,0,0.0,Mar,False
346,0.0,0.033333333,12,0,Returning_Visitor,0,0.0,Mar,False
347,0.0,0.021367521,39,6,Returning_Visitor,0,0.0,Mar,False
348,0.0,0.009876543,24,3,New_Visitor,0,0.0,Mar,False
349,0.0,0.016666667,12,1,Returning_Visitor,0,0.0,Mar,False
350,0.0,0.00625,15,2,New_Visitor,0,0.0,Mar,False
351,0.0,0.04,10,0,Returning_Visitor,0,0.0,Mar,False
352,19.66818546,0.016666667,19,8,Returning_Visitor,1,0.0,Mar,False
353,0.0,0.004371585,55,9,Returning_Visitor,1,0.0,Mar,False
354,0.0,0.011111111000000002,27,3,Returning_Visitor,0,0.0,Mar,False
355,9.227000967,0.003333333,30,0,Returning_Visitor,1,0.0,Mar,True
356,0.0,0.2,3,0,Returning_Visitor,0,0.0,Mar,False
357,0.0,0.028030303,24,0,Returning_Visitor,0,0.0,Mar,False
358,0.0,0.005555556,46,3,Returning_Visitor,0,0.0,Mar,False
359,0.0,0.2,1,0,Returning_Visitor,0,0.0,Mar,False
360,0.0,0.008,25,0,Returning_Visitor,0,0.0,Mar,False
361,0.0,0.071428571,12,0,Returning_Visitor,0,0.0,Mar,False
362,0.0,0.05,4,1,Returning_Visitor,0,0.0,Mar,False
363,0.0,0.047905092999999996,46,4,Returning_Visitor,0,0.0,Mar,False
364,0.0,0.01,10,0,Returning_Visitor,0,0.0,Mar,False
365,34.43601877,0.007692308,9,3,New_Visitor,0,0.0,Mar,True
366,0.0,0.05384615400000001,13,0,Returning_Visitor,0,0.0,Mar,False
367,12.01656549,0.009438427,111,1,Returning_Visitor,0,0.0,Mar,False
368,0.0,0.033333333,2,5,Returning_Visitor,0,0.0,Mar,False
369,0.0,0.030452675,27,2,Returning_Visitor,0,0.0,Mar,False
370,0.0,0.027742165,33,8,Returning_Visitor,0,0.0,Mar,False
371,0.0,0.04,5,0,Returning_Visitor,0,0.0,Mar,False
372,0.0,0.00625,7,2,New_Visitor,0,0.0,Mar,False
373,0.0,0.029431012000000003,81,1,Returning_Visitor,14,0.0,Mar,False
374,0.0,0.1,6,0,Returning_Visitor,0,0.0,Mar,False
375,0.0,0.057142857000000005,8,0,Returning_Visitor,0,0.0,Mar,False
376,0.0,0.010588235,14,4,Returning_Visitor,0,0.0,Mar,False
